Time(1)	DrainI(1)	DrainV(1)	Time(1)	SourceI(1)	SourceV(1)	GateI(1)	GateV(1)	Time(2)	DrainI(2)	DrainV(2)	Time(2)	SourceI(2)	SourceV(2)	GateI(2)	GateV(2)	Time(3)	DrainI(3)	DrainV(3)	Time(3)	SourceI(3)	SourceV(3)	GateI(3)	GateV(3)	Time(4)	DrainI(4)	DrainV(4)	Time(4)	SourceI(4)	SourceV(4)	GateI(4)	GateV(4)	Time(5)	DrainI(5)	DrainV(5)	Time(5)	SourceI(5)	SourceV(5)	GateI(5)	GateV(5)	Time(6)	DrainI(6)	DrainV(6)	Time(6)	SourceI(6)	SourceV(6)	GateI(6)	GateV(6)	Time(7)	DrainI(7)	DrainV(7)	Time(7)	SourceI(7)	SourceV(7)	GateI(7)	GateV(7)	Time(8)	DrainI(8)	DrainV(8)	Time(8)	SourceI(8)	SourceV(8)	GateI(8)	GateV(8)	Time(9)	DrainI(9)	DrainV(9)	Time(9)	SourceI(9)	SourceV(9)	GateI(9)	GateV(9)	Time(10)	DrainI(10)	DrainV(10)	Time(10)	SourceI(10)	SourceV(10)	GateI(10)	GateV(10)	Time(11)	DrainI(11)	DrainV(11)	Time(11)	SourceI(11)	SourceV(11)	GateI(11)	GateV(11)	Time(12)	DrainI(12)	DrainV(12)	Time(12)	SourceI(12)	SourceV(12)	GateI(12)	GateV(12)
341.0016E-3	30.5178E-9	000.0000E-3	341.0111E-3	-30.2401E-9	8.6278E-6	9.7222E-9	000.0000E-3	6.2593E+0	7.8654E-9	000.0000E-3	6.2594E+0	-8.5562E-9	-3.4131E-6	-7.4625E-9	5.0000E+0	12.1959E+0	-10.5045E-9	000.0000E-3	12.1961E+0	10.0407E-9	-904.6053E-9	-32.5565E-9	10.0000E+0	18.2149E+0	24.1546E-9	000.0000E-3	18.2152E+0	-24.5411E-9	16.6552E-6	-197.9113E-12	15.0000E+0	24.4486E+0	38.1821E-9	000.0000E-3	24.4490E+0	-37.9142E-9	7.6244E-6	35.2053E-9	20.0000E+0	30.7092E+0	30.1451E-9	000.0000E-3	30.7097E+0	-31.5327E-9	14.6484E-6	5.7848E-9	25.0000E+0	37.4161E+0	41.3524E-9	000.0000E-3	37.4167E+0	-40.9566E-9	11.6381E-6	-12.0776E-9	000.0000E-3																																								
754.9390E-3	6.8077E-6	50.0000E-3	754.9504E-3	-6.8080E-6	-15.9578E-6	5.8992E-9	000.0000E-3	6.8427E+0	11.3335E-6	50.0000E-3	6.8428E+0	-11.3376E-6	-20.9749E-6	10.2712E-9	5.0000E+0	12.6684E+0	16.4822E-6	50.0000E-3	12.6686E+0	-16.4823E-6	29.1962E-6	-3.1266E-9	10.0000E+0	18.9088E+0	21.7833E-6	50.0000E-3	18.9091E+0	-21.7868E-6	-10.9407E-6	-8.3882E-9	15.0000E+0	25.1426E+0	27.0771E-6	50.0000E-3	25.1430E+0	-27.0788E-6	29.1962E-6	-12.0307E-9	20.0000E+0	31.4032E+0	31.6455E-6	50.0000E-3	31.4037E+0	-31.6495E-6	19.1620E-6	8.8324E-9	25.0000E+0	37.9925E+0	6.9676E-6	50.0000E-3	37.9931E+0	-6.9684E-6	-906.4679E-9	12.0059E-9	000.0000E-3																																								
920.9585E-3	13.5557E-6	100.0000E-3	920.9728E-3	-13.5566E-6	34.2134E-6	8.2609E-9	000.0000E-3	6.8632E+0	22.6078E-6	100.0000E-3	6.8633E+0	-22.6109E-6	4.1106E-6	-9.4545E-9	5.0000E+0	12.6964E+0	32.8441E-6	100.0000E-3	12.6966E+0	-32.8452E-6	-20.9749E-6	-13.5161E-9	10.0000E+0	18.9293E+0	43.3814E-6	100.0000E-3	18.9296E+0	-43.3832E-6	-15.9578E-6	-9.9688E-9	15.0000E+0	25.2922E+0	53.9086E-6	100.0000E-3	25.2926E+0	-53.9265E-6	-5.9236E-6	-12.5317E-9	20.0000E+0	31.5602E+0	62.9943E-6	100.0000E-3	31.5607E+0	-63.0198E-6	-10.9407E-6	5.4730E-9	25.0000E+0	38.1510E+0	13.8307E-6	100.0000E-3	38.1516E+0	-13.8332E-6	4.1106E-6	-13.5326E-9	000.0000E-3																																								
948.8832E-3	20.2726E-6	150.0000E-3	948.8994E-3	-20.2766E-6	14.1448E-6	-8.7064E-9	000.0000E-3	6.8838E+0	33.7567E-6	150.0000E-3	6.8839E+0	-33.7579E-6	-15.9578E-6	-10.8130E-9	5.0000E+0	12.7169E+0	49.0813E-6	150.0000E-3	12.7171E+0	-49.0819E-6	-10.9407E-6	5.3364E-9	10.0000E+0	19.0789E+0	64.9688E-6	150.0000E-3	19.0792E+0	-64.9848E-6	-5.9236E-6	-11.0218E-9	15.0000E+0	25.3127E+0	80.6084E-6	150.0000E-3	25.3131E+0	-80.6263E-6	29.1962E-6	-10.7773E-9	20.0000E+0	31.5882E+0	94.2332E-6	150.0000E-3	31.5887E+0	-94.2474E-6	14.1448E-6	-10.6122E-9	25.0000E+0	38.1715E+0	20.6251E-6	150.0000E-3	38.1721E+0	-20.6262E-6	34.2134E-6	-9.5135E-9	000.0000E-3																																								
969.3390E-3	26.9426E-6	200.0000E-3	969.3542E-3	-26.9456E-6	-906.4679E-9	-12.3620E-9	000.0000E-3	6.9043E+0	44.8220E-6	200.0000E-3	6.9044E+0	-44.8229E-6	-10.9407E-6	-4.8148E-9	5.0000E+0	12.8740E+0	65.2739E-6	200.0000E-3	12.8742E+0	-65.2799E-6	34.2134E-6	9.3003E-9	10.0000E+0	19.0994E+0	86.2369E-6	200.0000E-3	19.0997E+0	-86.2715E-6	-10.9407E-6	-783.6335E-12	15.0000E+0	25.3438E+0	107.1091E-6	200.0000E-3	25.3442E+0	-107.1395E-6	-906.4679E-9	-8.9459E-9	20.0000E+0	31.6087E+0	125.1343E-6	200.0000E-3	31.6092E+0	-125.1622E-6	34.2134E-6	12.3361E-9	25.0000E+0	38.1919E+0	27.3448E-6	200.0000E-3	38.1925E+0	-27.3484E-6	-15.9578E-6	10.0960E-9	000.0000E-3																																								
989.7966E-3	33.4904E-6	250.0000E-3	989.8128E-3	-33.4919E-6	-31.0092E-6	-2.7400E-9	000.0000E-3	7.0614E+0	55.8982E-6	250.0000E-3	7.0615E+0	-55.9419E-6	-15.9578E-6	14.7671E-9	5.0000E+0	12.8944E+0	81.3851E-6	250.0000E-3	12.8947E+0	-81.4133E-6	29.1962E-6	-10.5757E-9	10.0000E+0	19.1274E+0	107.3991E-6	250.0000E-3	19.1277E+0	-107.4296E-6	-15.9578E-6	-13.2109E-9	15.0000E+0	25.3644E+0	133.4181E-6	250.0000E-3	25.3648E+0	-133.4357E-6	-10.9407E-6	9.6695E-9	20.0000E+0	31.6367E+0	155.7554E-6	250.0000E-3	31.6372E+0	-155.7718E-6	-25.9921E-6	10.3697E-9	25.0000E+0	38.2124E+0	34.0514E-6	250.0000E-3	38.2130E+0	-34.0555E-6	34.2134E-6	11.3321E-9	000.0000E-3																																								
1.0177E+0	40.1167E-6	300.0000E-3	1.0177E+0	-40.1187E-6	24.1791E-6	-14.8044E-9	000.0000E-3	7.0926E+0	66.9332E-6	300.0000E-3	7.0928E+0	-66.9422E-6	-906.4679E-9	10.0796E-9	5.0000E+0	12.9149E+0	97.3854E-6	300.0000E-3	12.9151E+0	-97.4029E-6	-906.4679E-9	-9.4159E-9	10.0000E+0	19.1479E+0	128.4755E-6	300.0000E-3	19.1482E+0	-128.4918E-6	19.1620E-6	7.2857E-9	15.0000E+0	25.3849E+0	159.5733E-6	300.0000E-3	25.3853E+0	-159.5831E-6	9.1277E-6	15.0453E-9	20.0000E+0	31.6647E+0	186.1924E-6	300.0000E-3	31.6652E+0	-186.2148E-6	-5.9236E-6	17.6737E-9	25.0000E+0	38.2328E+0	40.7227E-6	300.0000E-3	38.2334E+0	-40.7265E-6	-20.9749E-6	4.3357E-9	000.0000E-3																																								
1.0382E+0	46.6441E-6	350.0000E-3	1.0382E+0	-46.6463E-6	19.1620E-6	5.4185E-9	000.0000E-3	7.1132E+0	77.9379E-6	350.0000E-3	7.1133E+0	-77.9727E-6	14.1448E-6	-9.7899E-9	5.0000E+0	12.9354E+0	113.3705E-6	350.0000E-3	12.9356E+0	-113.4052E-6	-10.9407E-6	9.5594E-9	10.0000E+0	19.1759E+0	149.7991E-6	350.0000E-3	19.1762E+0	-149.8113E-6	-10.9407E-6	-10.4249E-9	15.0000E+0	25.4054E+0	185.6351E-6	350.0000E-3	25.4058E+0	-185.6397E-6	-20.9749E-6	4.3087E-9	20.0000E+0	31.6852E+0	216.4630E-6	350.0000E-3	31.6857E+0	-216.4789E-6	-5.9236E-6	1.8809E-9	25.0000E+0	38.2608E+0	47.2968E-6	350.0000E-3	38.2614E+0	-47.2998E-6	14.1448E-6	14.4934E-9	000.0000E-3																																								
1.1952E+0	53.2378E-6	400.0000E-3	1.1952E+0	-53.2606E-6	34.2134E-6	9.3593E-9	000.0000E-3	7.1337E+0	88.8393E-6	400.0000E-3	7.1338E+0	-88.8696E-6	-25.9921E-6	-10.7437E-9	5.0000E+0	12.9559E+0	129.3052E-6	400.0000E-3	12.9561E+0	-129.3267E-6	-906.4679E-9	13.5344E-9	10.0000E+0	19.1964E+0	170.5553E-6	400.0000E-3	19.1967E+0	-170.5708E-6	19.1620E-6	-8.4574E-9	15.0000E+0	25.4334E+0	211.5104E-6	400.0000E-3	25.4338E+0	-211.5299E-6	-15.9578E-6	17.1447E-9	20.0000E+0	31.7132E+0	246.3402E-6	400.0000E-3	31.7137E+0	-246.3720E-6	14.1448E-6	17.7924E-9	25.0000E+0	38.4104E+0	53.7598E-6	400.0000E-3	38.4110E+0	-53.7852E-6	-31.0092E-6	14.6994E-9	000.0000E-3																																								
1.2157E+0	59.8321E-6	450.0000E-3	1.2157E+0	-59.8466E-6	4.1106E-6	-10.1732E-9	000.0000E-3	7.1542E+0	99.9071E-6	450.0000E-3	7.1543E+0	-99.9253E-6	4.1106E-6	-4.9364E-9	5.0000E+0	12.9764E+0	145.2525E-6	450.0000E-3	12.9766E+0	-145.2835E-6	-20.9749E-6	4.0638E-9	10.0000E+0	19.2169E+0	191.5031E-6	450.0000E-3	19.2172E+0	-191.5246E-6	24.1791E-6	10.9694E-9	15.0000E+0	25.4539E+0	237.3150E-6	450.0000E-3	25.4543E+0	-237.3216E-6	4.1106E-6	-3.7357E-9	20.0000E+0	31.7337E+0	276.1695E-6	450.0000E-3	31.7342E+0	-276.1845E-6	29.1962E-6	10.9030E-9	25.0000E+0	38.4308E+0	60.3793E-6	450.0000E-3	38.4314E+0	-60.4066E-6	-10.9407E-6	-5.9464E-9	000.0000E-3																																								
1.2361E+0	66.3028E-6	500.0000E-3	1.2362E+0	-66.3065E-6	24.1791E-6	-11.5747E-9	000.0000E-3	7.1822E+0	110.9598E-6	500.0000E-3	7.1823E+0	-110.9912E-6	-5.9236E-6	-13.9077E-9	5.0000E+0	13.0045E+0	160.9854E-6	500.0000E-3	13.0047E+0	-161.0033E-6	9.1277E-6	15.9842E-9	10.0000E+0	19.2374E+0	212.2719E-6	500.0000E-3	19.2377E+0	-212.2866E-6	-5.9236E-6	13.5732E-9	15.0000E+0	25.4819E+0	262.8776E-6	500.0000E-3	25.4823E+0	-262.8914E-6	39.2305E-6	14.0385E-9	20.0000E+0	31.7542E+0	305.6130E-6	500.0000E-3	31.7547E+0	-305.6212E-6	14.1448E-6	-9.1308E-9	25.0000E+0	38.4588E+0	66.7844E-6	500.0000E-3	38.4594E+0	-66.7933E-6	9.1277E-6	11.6088E-9	000.0000E-3																																								
1.2566E+0	72.7785E-6	550.0000E-3	1.2566E+0	-72.7917E-6	29.1962E-6	-4.7701E-9	000.0000E-3	7.2028E+0	121.6796E-6	550.0000E-3	7.2029E+0	-121.6989E-6	34.2134E-6	-13.1926E-9	5.0000E+0	13.0250E+0	177.1193E-6	550.0000E-3	13.0252E+0	-177.1367E-6	34.2134E-6	-3.8551E-9	10.0000E+0	19.2579E+0	232.9575E-6	550.0000E-3	19.2582E+0	-232.9881E-6	24.1791E-6	5.7226E-9	15.0000E+0	25.5024E+0	288.3922E-6	550.0000E-3	25.5028E+0	-288.4032E-6	14.1448E-6	12.4876E-9	20.0000E+0	31.7747E+0	334.4336E-6	550.0000E-3	31.7752E+0	-334.4600E-6	24.1791E-6	14.1146E-9	25.0000E+0	38.4792E+0	73.4543E-6	550.0000E-3	38.4798E+0	-73.4677E-6	-906.4679E-9	10.2737E-9	000.0000E-3																																								
1.2846E+0	79.4485E-6	600.0000E-3	1.2846E+0	-79.4584E-6	-10.9407E-6	-14.6704E-9	000.0000E-3	7.2340E+0	132.7599E-6	600.0000E-3	7.2341E+0	-132.7723E-6	9.1277E-6	-9.6262E-9	5.0000E+0	13.0530E+0	192.7943E-6	600.0000E-3	13.0532E+0	-192.8034E-6	-20.9749E-6	13.7241E-9	10.0000E+0	19.2860E+0	253.5019E-6	600.0000E-3	19.2863E+0	-253.5332E-6	-5.9236E-6	16.3899E-9	15.0000E+0	25.5229E+0	313.5488E-6	600.0000E-3	25.5233E+0	-313.5593E-6	-15.9578E-6	9.7611E-9	20.0000E+0	31.8027E+0	363.2441E-6	600.0000E-3	31.8032E+0	-363.2585E-6	29.1962E-6	6.8402E-9	25.0000E+0	38.4997E+0	80.0738E-6	600.0000E-3	38.5003E+0	-80.0764E-6	24.1791E-6	-8.6197E-9	000.0000E-3																																								
1.3050E+0	85.8612E-6	650.0000E-3	1.3050E+0	-85.8881E-6	-20.9749E-6	4.2630E-9	000.0000E-3	7.2546E+0	143.4671E-6	650.0000E-3	7.2547E+0	-143.4901E-6	4.1106E-6	9.9064E-9	5.0000E+0	13.0735E+0	208.5524E-6	650.0000E-3	13.0737E+0	-208.5635E-6	-25.9921E-6	10.7029E-9	10.0000E+0	19.3065E+0	273.7688E-6	650.0000E-3	19.3068E+0	-273.7933E-6	29.1962E-6	-2.2913E-9	15.0000E+0	25.5510E+0	337.8026E-6	650.0000E-3	25.5514E+0	-337.8249E-6	9.1277E-6	16.1759E-9	20.0000E+0	31.8307E+0	391.3360E-6	650.0000E-3	31.8312E+0	-391.3582E-6	-15.9578E-6	18.2496E-9	25.0000E+0	38.5202E+0	86.5269E-6	650.0000E-3	38.5208E+0	-86.5414E-6	29.1962E-6	-12.7184E-9	000.0000E-3																																								
1.3330E+0	92.4428E-6	700.0000E-3	1.3330E+0	-92.4615E-6	24.1791E-6	-12.9334E-9	000.0000E-3	7.2751E+0	154.4164E-6	700.0000E-3	7.2752E+0	-154.4324E-6	19.1620E-6	12.4668E-9	5.0000E+0	13.0940E+0	224.4014E-6	700.0000E-3	13.0943E+0	-224.4093E-6	4.1106E-6	-9.0537E-9	10.0000E+0	19.3345E+0	294.2022E-6	700.0000E-3	19.3348E+0	-294.2249E-6	-15.9578E-6	14.9328E-9	15.0000E+0	25.5715E+0	362.4775E-6	700.0000E-3	25.5719E+0	-362.4992E-6	-20.9749E-6	1.4575E-9	20.0000E+0	31.8513E+0	419.3950E-6	700.0000E-3	31.8518E+0	-419.4050E-6	-15.9578E-6	-870.0611E-12	25.0000E+0	38.5406E+0	92.9900E-6	700.0000E-3	38.5412E+0	-92.9988E-6	19.1620E-6	-2.9074E-9	000.0000E-3																																								
1.3535E+0	98.7774E-6	750.0000E-3	1.3535E+0	-98.7877E-6	-10.9407E-6	-9.4260E-9	000.0000E-3	7.2957E+0	165.4841E-6	750.0000E-3	7.2958E+0	-165.4957E-6	-5.9236E-6	5.1986E-9	5.0000E+0	13.1146E+0	240.0259E-6	750.0000E-3	13.1148E+0	-240.0483E-6	-20.9749E-6	-10.2089E-9	10.0000E+0	19.3550E+0	314.3583E-6	750.0000E-3	19.3553E+0	-314.3689E-6	-5.9236E-6	10.6891E-9	15.0000E+0	25.5995E+0	386.8019E-6	750.0000E-3	25.5999E+0	-386.8103E-6	14.1448E-6	16.7943E-9	20.0000E+0	31.8793E+0	446.6925E-6	750.0000E-3	31.8798E+0	-446.7228E-6	-10.9407E-6	16.4826E-9	25.0000E+0	38.5686E+0	99.5717E-6	750.0000E-3	38.5692E+0	-99.5974E-6	-5.9236E-6	-15.1026E-9	000.0000E-3																																								
1.3740E+0	105.3364E-6	800.0000E-3	1.3740E+0	-105.3536E-6	-15.9578E-6	10.1738E-9	000.0000E-3	7.3237E+0	176.2897E-6	800.0000E-3	7.3238E+0	-176.3194E-6	14.1448E-6	15.2334E-9	5.0000E+0	13.1351E+0	255.4209E-6	800.0000E-3	13.1353E+0	-255.4553E-6	-5.9236E-6	8.2243E-9	10.0000E+0	19.3755E+0	334.3227E-6	800.0000E-3	19.3758E+0	-334.3389E-6	-5.9236E-6	-9.2009E-9	15.0000E+0	25.6200E+0	410.9044E-6	800.0000E-3	25.6204E+0	-410.9171E-6	34.2134E-6	8.8657E-9	20.0000E+0	31.8998E+0	473.8967E-6	800.0000E-3	31.9003E+0	-473.9246E-6	-36.0263E-6	12.5350E-9	25.0000E+0	38.5891E+0	105.9592E-6	800.0000E-3	38.5897E+0	-105.9842E-6	19.1620E-6	5.5446E-9	000.0000E-3																																								
1.3944E+0	111.9912E-6	850.0000E-3	1.3944E+0	-112.0027E-6	19.1620E-6	11.5394E-9	000.0000E-3	7.3442E+0	187.2843E-6	850.0000E-3	7.3443E+0	-187.2945E-6	-10.9407E-6	-2.9708E-9	5.0000E+0	13.1557E+0	271.0984E-6	850.0000E-3	13.1559E+0	-271.1246E-6	-10.9407E-6	14.0004E-9	10.0000E+0	19.3960E+0	354.0727E-6	850.0000E-3	19.3963E+0	-354.0920E-6	-20.9749E-6	-9.4615E-9	15.0000E+0	25.6405E+0	435.1052E-6	850.0000E-3	25.6409E+0	-435.1298E-6	-20.9749E-6	-11.0350E-9	20.0000E+0	32.0495E+0	499.9085E-6	850.0000E-3	32.0500E+0	-500.1522E-6	-10.9407E-6	13.3657E-9	25.0000E+0	38.6170E+0	112.6897E-6	850.0000E-3	38.6176E+0	-112.7216E-6	19.1620E-6	-12.0296E-9	000.0000E-3																																								
1.4149E+0	118.6081E-6	900.0000E-3	1.4149E+0	-118.6493E-6	-15.9578E-6	4.7564E-9	000.0000E-3	7.3722E+0	198.0621E-6	900.0000E-3	7.3723E+0	-198.0778E-6	34.2134E-6	14.0542E-9	5.0000E+0	13.1762E+0	286.5741E-6	900.0000E-3	13.1764E+0	-286.5794E-6	19.1620E-6	3.1137E-9	10.0000E+0	19.4165E+0	373.7471E-6	900.0000E-3	19.4168E+0	-373.7593E-6	14.1448E-6	9.1421E-9	15.0000E+0	25.6610E+0	458.2596E-6	900.0000E-3	25.6614E+0	-458.2882E-6	-20.9749E-6	12.2028E-9	20.0000E+0	32.0700E+0	525.9518E-6	900.0000E-3	32.0705E+0	-526.0531E-6	9.1277E-6	11.6347E-9	25.0000E+0	38.6375E+0	119.1175E-6	900.0000E-3	38.6381E+0	-119.1513E-6	-5.9236E-6	-10.6764E-9	000.0000E-3																																								
1.4428E+0	125.0183E-6	950.0000E-3	1.4428E+0	-125.0361E-6	9.1277E-6	14.7155E-9	000.0000E-3	7.3927E+0	209.2055E-6	950.0000E-3	7.3928E+0	-209.2471E-6	-5.9236E-6	9.4555E-9	5.0000E+0	13.2042E+0	301.3311E-6	950.0000E-3	13.2044E+0	-301.3457E-6	-15.9578E-6	16.0018E-9	10.0000E+0	19.4370E+0	393.4365E-6	950.0000E-3	19.4373E+0	-393.4720E-6	-10.9407E-6	14.4660E-9	15.0000E+0	25.6890E+0	481.6005E-6	950.0000E-3	25.6894E+0	-481.6331E-6	-20.9749E-6	6.6625E-9	20.0000E+0	32.0980E+0	551.4153E-6	950.0000E-3	32.0985E+0	-551.6261E-6	-10.9407E-6	17.1557E-9	25.0000E+0	38.6580E+0	125.2755E-6	950.0000E-3	38.6586E+0	-125.3009E-6	39.2305E-6	8.2498E-9	000.0000E-3																																								
1.4633E+0	131.6176E-6	1.0000E+0	1.4633E+0	-131.6373E-6	-15.9578E-6	-4.2826E-9	000.0000E-3	7.4132E+0	219.9682E-6	1.0000E+0	7.4133E+0	-220.0001E-6	24.1791E-6	-10.3815E-9	5.0000E+0	13.2247E+0	316.8850E-6	1.0000E+0	13.2249E+0	-316.9014E-6	14.1448E-6	-4.5398E-9	10.0000E+0	19.4575E+0	412.6494E-6	1.0000E+0	19.4578E+0	-412.6702E-6	-20.9749E-6	3.7625E-9	15.0000E+0	25.8462E+0	503.6650E-6	1.0000E+0	25.8466E+0	-503.8595E-6	34.2134E-6	3.9676E-9	20.0000E+0	32.1186E+0	576.5005E-6	1.0000E+0	32.1191E+0	-576.6947E-6	9.1277E-6	3.0528E-9	25.0000E+0	38.6785E+0	131.9126E-6	1.0000E+0	38.6791E+0	-131.9450E-6	-10.9407E-6	12.2491E-9	000.0000E-3																																								
1.4913E+0	137.8563E-6	1.0500E+0	1.4913E+0	-137.8853E-6	-20.9749E-6	12.9970E-9	000.0000E-3	7.4337E+0	230.4232E-6	1.0500E+0	7.4338E+0	-230.4455E-6	9.1277E-6	-10.4392E-9	5.0000E+0	13.2527E+0	331.6068E-6	1.0500E+0	13.2529E+0	-331.6198E-6	-20.9749E-6	13.0723E-9	10.0000E+0	19.4856E+0	431.3429E-6	1.0500E+0	19.4859E+0	-431.3563E-6	-10.9407E-6	16.5561E-9	15.0000E+0	25.8742E+0	526.3299E-6	1.0500E+0	25.8747E+0	-526.3557E-6	14.1448E-6	-12.1561E-9	20.0000E+0	32.1466E+0	601.0312E-6	1.0500E+0	32.1471E+0	-601.2085E-6	-10.9407E-6	18.0554E-9	25.0000E+0	38.6989E+0	138.4893E-6	1.0500E+0	38.6995E+0	-138.5058E-6	-15.9578E-6	2.5279E-9	000.0000E-3																																								
1.5118E+0	144.5489E-6	1.1000E+0	1.5118E+0	-144.5646E-6	-5.9236E-6	9.3463E-9	000.0000E-3	7.4542E+0	241.2211E-6	1.1000E+0	7.4543E+0	-241.2364E-6	-906.4679E-9	8.2049E-9	5.0000E+0	13.2732E+0	346.8253E-6	1.1000E+0	13.2734E+0	-346.8501E-6	-10.9407E-6	11.4151E-9	10.0000E+0	19.5060E+0	450.3817E-6	1.1000E+0	19.5063E+0	-450.4030E-6	-25.9921E-6	-4.2254E-9	15.0000E+0	25.8948E+0	548.0369E-6	1.1000E+0	25.8952E+0	-548.3475E-6	-10.9407E-6	10.5238E-9	20.0000E+0	32.1671E+0	625.2342E-6	1.1000E+0	32.1676E+0	-625.4197E-6	29.1962E-6	9.7493E-9	25.0000E+0	38.7269E+0	144.7280E-6	1.1000E+0	38.7275E+0	-144.7538E-6	4.1106E-6	14.6830E-9	000.0000E-3																																								
1.5323E+0	151.5467E-6	1.1500E+0	1.5323E+0	-151.5820E-6	-10.9407E-6	-10.3853E-9	000.0000E-3	7.4746E+0	251.9586E-6	1.1500E+0	7.4748E+0	-251.9794E-6	-5.9236E-6	13.3930E-9	5.0000E+0	13.2937E+0	361.8824E-6	1.1500E+0	13.2939E+0	-361.9090E-6	-5.9236E-6	8.4131E-9	10.0000E+0	19.5341E+0	468.7575E-6	1.1500E+0	19.5344E+0	-468.7839E-6	-5.9236E-6	13.6019E-9	15.0000E+0	25.9228E+0	569.9456E-6	1.1500E+0	25.9232E+0	-570.0618E-6	-10.9407E-6	9.7517E-9	20.0000E+0	32.1876E+0	649.0084E-6	1.1500E+0	32.1881E+0	-649.1769E-6	29.1962E-6	-10.0648E-9	25.0000E+0	38.7473E+0	151.2895E-6	1.1500E+0	38.7479E+0	-151.3071E-6	29.1962E-6	-5.9356E-9	000.0000E-3																																								
1.5527E+0	157.7602E-6	1.2000E+0	1.5528E+0	-157.7746E-6	-20.9749E-6	-11.3569E-9	000.0000E-3	7.4951E+0	262.7540E-6	1.2000E+0	7.4953E+0	-262.7728E-6	-10.9407E-6	2.5907E-9	5.0000E+0	13.3217E+0	376.3494E-6	1.2000E+0	13.3219E+0	-376.3675E-6	-20.9749E-6	15.1864E-9	10.0000E+0	19.5546E+0	487.0449E-6	1.2000E+0	19.5549E+0	-487.0690E-6	-20.9749E-6	11.8279E-9	15.0000E+0	25.9508E+0	590.5937E-6	1.2000E+0	25.9512E+0	-590.8431E-6	-36.0263E-6	16.1823E-9	20.0000E+0	32.2081E+0	671.6987E-6	1.2000E+0	32.2086E+0	-671.9253E-6	-20.9749E-6	13.1156E-9	25.0000E+0	38.7753E+0	157.4475E-6	1.2000E+0	38.7759E+0	-157.4492E-6	24.1791E-6	11.7262E-9	000.0000E-3																																								
1.5732E+0	164.2788E-6	1.2500E+0	1.5733E+0	-164.3026E-6	-10.9407E-6	-5.2370E-9	000.0000E-3	7.5232E+0	273.2872E-6	1.2500E+0	7.5233E+0	-273.2964E-6	29.1962E-6	15.4369E-9	5.0000E+0	13.3422E+0	390.9577E-6	1.2500E+0	13.3424E+0	-390.9773E-6	14.1448E-6	-364.0039E-12	10.0000E+0	19.7043E+0	505.0768E-6	1.2500E+0	19.7046E+0	-505.2718E-6	-10.9407E-6	12.5793E-9	15.0000E+0	25.9713E+0	611.4687E-6	1.2500E+0	25.9717E+0	-611.8513E-6	-5.9236E-6	947.2242E-12	20.0000E+0	32.2361E+0	694.1115E-6	1.2500E+0	32.2366E+0	-694.3458E-6	24.1791E-6	8.2099E-9	25.0000E+0	38.7958E+0	164.1855E-6	1.2500E+0	38.7964E+0	-164.1992E-6	9.1277E-6	10.1824E-9	000.0000E-3																																								
1.6012E+0	171.1076E-6	1.3000E+0	1.6012E+0	-171.1308E-6	19.1620E-6	-14.5973E-9	000.0000E-3	7.5437E+0	284.2415E-6	1.3000E+0	7.5438E+0	-284.2512E-6	9.1277E-6	-5.1666E-9	5.0000E+0	13.3702E+0	405.3214E-6	1.3000E+0	13.3705E+0	-405.3552E-6	14.1448E-6	15.5418E-9	10.0000E+0	19.7248E+0	523.1533E-6	1.3000E+0	19.7251E+0	-523.3293E-6	-10.9407E-6	7.5459E-9	15.0000E+0	25.9993E+0	631.6378E-6	1.3000E+0	25.9997E+0	-631.7499E-6	14.1448E-6	16.7178E-9	20.0000E+0	32.2641E+0	716.1463E-6	1.3000E+0	32.2646E+0	-716.3881E-6	44.2476E-6	17.9132E-9	25.0000E+0	38.8163E+0	170.7873E-6	1.3000E+0	38.8169E+0	-170.8155E-6	-10.9407E-6	-8.9869E-9	000.0000E-3																																								
1.6216E+0	177.4471E-6	1.3500E+0	1.6217E+0	-177.4444E-6	9.1277E-6	3.8014E-9	000.0000E-3	7.5717E+0	294.2098E-6	1.3500E+0	7.5718E+0	-294.2148E-6	9.1277E-6	12.6363E-9	5.0000E+0	13.3908E+0	420.0607E-6	1.3500E+0	13.3910E+0	-420.0785E-6	24.1791E-6	-6.8851E-9	10.0000E+0	19.7528E+0	540.1710E-6	1.3500E+0	19.7531E+0	-540.4284E-6	-906.4679E-9	16.0605E-9	15.0000E+0	26.0198E+0	652.2355E-6	1.3500E+0	26.0202E+0	-652.3042E-6	-10.9407E-6	9.0426E-9	20.0000E+0	32.2846E+0	737.6264E-6	1.3500E+0	32.2851E+0	-737.8755E-6	9.1277E-6	189.1818E-12	25.0000E+0	38.8368E+0	176.7789E-6	1.3500E+0	38.8374E+0	-176.8037E-6	-36.0263E-6	-12.4471E-9	000.0000E-3																																								
